Crossing,Finishing,HeadingAccuracy,ShortPassing,FKAccuracy,LongPassing,BallControl,SprintSpeed,Agility,Reactions,ShotPower,Stamina,Vision,Composure,Preferred Foot,Overall
61,67,76,76,55,73,75,70,64,69,75,83,71,66,0,74
47,36,68,63,30,58,61,67,66,75,50,63,47,66,1,74
79,70,58,79,82,77,79,61,65,70,84,53,77,75,0,74
67,75,70,72,50,65,76,78,77,68,76,72,65,70,1,74
14,5,12,32,12,17,23,34,51,69,15,34,45,65,1,74
44,56,65,71,52,68,67,64,66,72,85,84,65,68,1,74
16,12,18,29,21,24,21,45,36,76,24,31,31,48,1,74
72,64,70,72,57,64,74,79,79,71,58,90,62,59,0,74
76,47,63,72,42,68,73,78,71,69,59,76,64,63,1,74
42,49,72,73,42,69,62,50,51,73,59,74,62,71,1,74
64,70,77,66,36,44,65,89,77,71,75,90,67,67,1,74
41,39,79,62,11,50,60,38,47,69,67,71,51,66,1,74
68,73,41,68,65,54,74,87,88,69,62,67,64,66,1,74
30,45,76,67,28,64,60,67,69,71,65,84,45,76,1,74
11,11,16,36,15,23,13,34,53,73,23,38,59,60,0,74
49,67,48,78,48,81,74,68,51,69,77,68,75,70,1,74
77,47,63,75,72,69,75,84,79,74,69,75,62,76,0,74
72,47,55,67,47,60,72,90,81,73,66,80,55,68,0,74
11,18,16,28,15,23,18,50,21,70,19,29,65,63,1,74
72,62,69,78,76,77,76,51,72,72,75,61,80,76,1,74
68,36,75,76,49,67,69,76,80,68,56,76,56,67,1,74
71,71,54,73,78,68,75,70,69,70,82,72,75,76,1,74
54,34,68,79,50,76,66,49,52,73,70,79,59,55,1,74
72,70,39,71,53,69,78,80,85,63,70,86,73,74,1,74
76,48,67,72,23,67,75,78,77,74,59,68,55,69,0,74
72,58,53,79,69,75,75,51,72,77,63,63,75,83,1,74
76,47,64,72,39,65,72,82,82,69,79,83,68,67,1,74
71,62,57,77,70,74,80,64,68,69,71,72,74,64,0,74
68,32,73,75,40,72,71,70,64,75,56,76,63,74,0,74
70,70,40,74,75,71,76,75,83,70,65,67,72,58,0,74
73,43,59,63,58,67,70,88,85,74,77,76,53,63,0,74
28,24,74,65,22,57,62,59,57,70,33,63,29,55,0,74
75,49,70,71,61,67,72,72,72,71,63,74,65,70,0,74
78,37,71,68,37,64,65,79,71,69,56,75,61,59,1,74
71,34,52,66,58,68,67,89,76,72,51,91,32,68,1,74
64,62,49,76,52,64,76,78,85,69,54,78,77,76,1,74
39,40,73,59,36,55,52,72,44,69,60,66,35,67,0,74
61,60,69,75,66,73,75,78,85,76,81,73,69,61,1,74
77,68,59,75,74,67,80,77,72,65,72,32,68,73,0,74
60,63,40,71,66,70,80,80,88,63,61,87,72,68,1,74
52,51,79,67,41,66,69,69,50,74,56,63,55,67,1,74
36,40,74,63,36,64,59,59,50,69,48,53,48,65,1,74
65,47,55,75,55,74,73,72,80,68,61,69,72,64,1,74
26,21,79,65,23,56,51,57,55,77,41,62,26,70,1,74
50,75,77,63,33,46,69,72,65,68,75,68,56,69,1,74
11,12,13,24,17,15,20,43,45,70,21,32,54,63,1,74
79,68,64,76,73,72,76,71,74,71,76,79,79,71,0,74
37,67,77,63,50,54,68,30,33,64,68,65,34,70,1,74
61,75,71,67,56,49,75,76,73,71,78,75,66,74,1,74
71,60,53,77,55,73,73,64,73,75,77,77,71,69,1,74
47,74,62,64,73,61,72,90,82,73,75,76,56,63,0,74
33,78,84,58,32,33,74,57,44,70,75,65,58,55,1,74
67,63,35,70,53,61,77,78,80,65,77,67,69,68,1,74
7,11,10,31,12,26,31,44,39,68,22,43,40,28,1,74
73,61,67,77,66,75,76,77,76,67,61,76,72,65,1,74
70,65,55,76,69,69,78,73,72,71,78,90,71,81,1,74
50,36,72,70,42,73,67,47,54,68,57,70,61,77,0,74
76,59,63,72,59,68,78,85,79,76,69,78,71,69,1,74
73,57,69,72,60,67,79,79,75,73,79,89,63,68,1,74
72,71,50,75,72,70,77,70,82,72,68,71,69,61,1,74
69,41,64,69,39,63,74,74,67,72,62,75,59,68,1,74
28,30,76,55,26,65,57,55,37,64,37,62,36,55,1,74
69,65,58,75,72,73,76,64,62,70,76,67,77,76,0,74
19,17,14,43,19,40,34,46,56,69,24,39,50,60,1,74
59,45,69,71,47,71,67,66,71,69,58,69,61,75,1,74
74,59,55,69,33,62,66,85,75,75,73,90,60,72,1,74
74,74,46,68,68,65,73,79,78,68,80,85,70,69,0,74
75,45,76,75,38,70,74,63,66,75,59,67,59,66,0,74
72,52,63,78,71,76,75,52,61,72,57,72,75,74,1,74
72,65,55,74,77,71,76,67,75,73,78,72,73,75,1,74
49,31,76,72,44,68,69,55,48,67,69,81,70,67,1,74
69,70,66,72,74,71,75,69,77,69,71,67,76,64,1,74
28,32,73,64,31,47,58,67,47,66,48,75,45,66,1,74
67,67,78,74,44,74,73,72,71,71,85,86,69,72,1,74
32,37,71,63,23,73,61,49,52,67,64,54,53,66,1,74
67,61,68,67,60,63,68,85,82,72,70,86,63,64,0,74
41,25,72,56,28,47,52,42,62,70,65,69,45,75,1,74
70,48,64,67,64,55,74,84,78,72,76,79,58,70,0,74
12,12,14,26,12,31,25,56,52,69,24,36,55,65,1,74
35,16,76,60,20,55,49,55,39,69,48,55,49,60,1,74
18,13,14,31,14,28,19,28,44,65,19,24,35,42,1,74
75,37,64,69,40,52,74,77,68,73,72,85,58,73,0,74
39,40,76,70,50,68,62,63,62,66,60,67,63,64,1,74
80,60,64,75,45,63,74,72,66,67,78,77,69,66,0,74
73,45,69,69,40,56,69,69,55,75,40,75,42,65,0,74
30,36,70,63,25,54,62,73,66,73,53,68,30,69,1,74
66,62,52,75,70,73,74,88,83,68,73,73,70,71,1,74
68,66,59,75,51,60,77,88,82,69,68,72,64,71,1,74
64,44,60,66,45,52,67,87,83,65,51,70,60,61,1,74
72,66,53,69,47,54,76,93,86,67,70,74,63,65,1,74
64,67,62,74,70,69,75,76,79,67,80,58,69,72,1,74
11,10,10,26,10,29,21,39,38,70,23,30,30,69,0,74
64,38,72,70,46,62,55,51,30,67,74,70,58,64,0,74
73,67,53,71,72,66,75,77,79,73,72,79,71,70,0,74
78,65,49,76,72,77,75,70,77,78,74,69,76,68,1,74
50,58,69,75,43,71,78,69,73,69,65,72,69,70,1,74
75,40,69,75,44,74,74,45,67,75,58,80,64,69,1,74
18,10,11,31,19,31,12,46,48,72,23,29,34,66,1,74
75,58,62,73,63,67,74,94,80,69,76,80,60,60,1,74
71,70,60,72,40,65,73,77,75,67,72,83,70,66,0,74
62,47,74,68,43,71,72,70,55,72,70,74,34,64,0,74
70,73,68,65,79,60,75,78,81,70,79,72,66,72,1,74
72,66,56,73,77,62,75,79,77,74,74,79,70,71,1,74
64,72,69,67,79,52,74,77,74,71,85,67,67,75,0,74
75,68,54,79,59,75,76,68,78,68,68,76,71,68,1,74
67,42,72,73,40,56,73,59,62,70,46,70,61,73,0,74
71,66,40,70,68,71,79,67,79,67,67,72,77,69,1,74
60,25,73,66,34,56,64,37,46,71,43,50,52,67,1,73
70,70,74,62,37,49,69,78,68,74,76,67,63,68,1,73
68,51,74,76,75,76,74,60,68,74,72,81,72,75,0,73
59,72,60,63,59,59,80,74,74,78,69,64,65,66,1,73
66,62,51,75,73,72,77,77,91,75,65,72,74,78,1,73
75,66,40,70,64,64,74,82,78,64,74,68,72,68,0,73
67,45,52,60,43,56,66,75,72,69,60,88,51,68,1,73
55,48,74,68,52,66,73,68,50,55,64,82,63,75,1,73
70,68,69,68,71,71,74,77,80,70,74,61,73,68,1,73
49,36,61,70,50,67,65,43,63,72,60,81,68,65,1,73
60,77,80,71,64,61,72,38,53,69,78,54,70,70,1,73
43,39,76,66,41,57,54,53,52,66,63,53,41,71,1,73
11,14,11,48,19,46,25,48,45,69,40,37,41,46,1,73
44,56,74,70,68,72,63,51,52,62,73,60,55,59,1,73
13,14,12,35,12,33,22,36,37,74,22,23,21,42,1,73
64,59,60,74,54,68,70,76,78,74,72,79,70,67,1,73
74,38,66,70,41,62,70,69,60,74,29,76,68,63,1,73
75,76,58,74,75,69,75,72,71,63,76,75,66,61,0,73
49,40,71,68,50,68,67,59,62,68,49,63,57,63,1,73
56,27,50,69,47,69,70,47,65,67,68,69,65,71,0,73
70,45,68,71,40,59,73,75,76,72,69,73,59,66,1,73
43,38,61,72,40,75,72,64,77,76,77,84,55,72,0,73
57,45,60,68,47,60,68,80,82,72,69,91,42,54,0,73
20,14,74,54,27,54,58,31,30,66,47,46,25,75,0,73
28,35,75,63,32,55,65,59,49,67,75,66,47,69,0,73
14,11,12,20,14,21,22,50,63,65,22,38,31,54,1,73
44,35,71,59,45,54,61,67,59,67,70,77,45,65,1,73
67,76,45,71,54,50,77,88,91,79,75,79,69,66,0,73
25,16,74,67,21,54,66,58,57,68,35,68,32,69,1,73
65,69,68,70,63,65,75,69,67,73,77,72,69,74,1,73
65,69,66,74,68,64,74,88,89,68,78,75,64,68,1,73
47,22,72,53,35,59,58,61,56,68,54,74,53,58,1,73
62,56,42,78,80,77,72,57,58,70,75,66,77,62,1,73
49,49,72,75,53,71,73,68,67,76,62,92,64,74,1,73
60,70,73,70,41,60,72,79,84,72,71,65,52,72,1,73
67,64,39,75,59,69,75,83,86,65,73,64,71,61,1,73
60,59,59,72,65,69,73,67,75,71,70,92,70,67,1,73
72,52,62,71,63,69,69,77,71,69,73,85,64,72,1,73
73,55,54,72,52,62,69,85,85,71,64,78,65,67,0,73
15,19,17,26,20,19,20,39,34,64,16,32,37,42,1,73
72,60,72,76,73,82,79,48,33,72,89,34,75,82,1,73
69,59,45,75,66,73,70,67,66,71,68,76,66,75,1,73
76,70,71,76,85,77,75,51,72,73,74,67,77,80,1,73
60,34,73,60,28,50,62,64,51,70,55,68,45,64,1,73
81,57,70,81,82,79,74,60,69,66,81,55,74,74,1,73
12,11,11,39,13,38,22,37,45,65,38,32,39,50,0,73
30,42,80,67,28,65,44,32,32,71,67,39,51,73,1,73
76,66,56,76,76,63,75,84,81,67,74,67,68,76,0,73
70,64,43,72,65,69,67,88,72,63,62,75,75,57,1,73
58,66,73,73,31,71,72,78,79,70,75,87,71,72,1,73
56,68,29,73,49,65,72,77,83,73,63,48,74,73,1,73
72,64,71,71,69,68,74,80,81,72,78,85,69,73,0,73
63,74,82,66,46,51,68,47,61,70,79,79,56,72,1,73
71,53,58,70,65,67,70,69,73,73,72,77,65,70,0,73
33,34,58,76,37,73,77,68,69,67,47,79,68,65,1,73
72,46,73,69,34,69,69,62,61,74,64,72,66,72,1,73
67,73,58,69,59,55,72,84,83,70,73,78,64,63,1,73
60,74,72,68,60,59,73,74,59,70,73,76,66,70,1,73
58,51,48,77,68,72,72,73,76,75,67,81,75,79,1,73
35,22,79,58,59,41,53,53,34,66,58,66,40,64,1,73
22,13,14,17,14,15,21,50,43,62,23,38,52,54,1,73
49,22,72,66,18,63,58,49,62,69,57,73,45,76,1,73
63,72,69,66,62,48,71,71,69,70,74,64,62,72,0,73
67,69,57,68,62,66,73,79,79,73,72,67,67,65,1,73
60,55,86,70,47,70,69,68,69,73,64,88,67,70,1,73
18,13,39,24,12,20,19,29,38,67,15,20,48,31,1,73
73,37,71,68,71,66,71,66,68,66,67,72,54,71,0,73
72,63,43,76,67,72,80,52,70,66,70,52,80,73,0,73
19,11,17,14,12,16,21,53,40,70,19,31,67,62,1,73
69,69,43,72,56,73,73,72,84,66,62,68,74,63,1,73
77,36,58,68,64,65,75,79,72,66,75,78,60,63,1,73
71,47,52,69,42,60,69,94,77,68,58,77,58,61,1,73
57,74,72,70,31,43,71,66,65,66,76,68,59,56,1,73
73,45,66,68,70,65,71,77,68,69,68,79,58,69,0,73
43,57,71,77,54,75,60,74,81,64,80,75,65,61,1,73
71,41,63,68,41,60,69,73,74,74,43,72,58,69,0,73
68,75,63,70,55,54,73,78,73,71,72,67,64,66,1,73
66,68,40,74,48,64,75,76,85,72,60,70,74,76,0,73
37,43,78,55,33,42,60,64,63,71,56,74,38,61,1,73
58,72,43,65,56,61,73,78,75,69,73,74,73,56,1,73
64,59,68,70,37,68,72,82,78,68,66,75,56,68,1,73
76,54,68,75,58,75,75,68,67,71,73,81,69,72,1,73
62,48,48,74,37,69,74,56,70,74,69,81,69,74,1,73
72,47,61,68,58,63,64,76,74,72,57,83,66,67,1,73
72,60,67,76,73,75,74,60,65,74,81,67,71,69,1,73
64,71,43,69,49,63,73,80,80,68,68,75,69,66,1,73
64,58,44,81,53,71,84,69,75,70,55,65,73,68,0,73
59,73,77,60,46,46,69,79,68,70,73,73,59,68,1,73
69,71,77,69,63,61,74,72,65,71,68,70,65,70,1,73
58,64,48,69,53,53,71,93,91,74,68,75,64,70,0,73
36,73,63,68,52,49,72,76,76,72,80,84,64,70,1,73
26,75,78,57,48,23,68,69,34,74,76,56,42,74,1,73
36,29,70,63,43,54,64,53,67,76,54,70,30,68,1,73
67,43,66,63,36,61,66,74,72,71,63,87,59,71,1,73
70,69,40,72,67,67,71,77,75,69,73,83,71,67,0,73
70,73,52,68,61,61,72,85,76,62,70,72,65,67,0,73
67,58,72,69,53,72,67,67,61,71,69,73,61,68,1,73
51,41,77,62,40,61,60,55,34,76,67,53,39,71,0,73
66,65,55,72,65,55,77,85,88,73,60,66,72,72,1,73
72,56,60,70,60,64,74,85,78,68,72,80,72,68,1,73
61,59,72,73,43,71,66,55,57,73,54,72,71,66,1,73
11,10,22,20,12,32,28,46,31,62,41,39,45,53,1,73
39,24,75,65,34,53,62,53,41,62,36,71,38,66,1,73
73,67,63,73,58,63,70,83,76,66,73,82,68,68,1,73
63,49,75,72,60,60,72,63,62,72,64,76,68,78,1,73
54,59,55,75,53,74,76,79,81,71,61,90,72,74,1,73
71,66,59,72,63,67,74,75,81,72,66,71,69,73,1,73
63,62,56,75,57,68,75,83,77,74,66,81,69,70,1,73
67,61,70,74,61,72,70,68,63,67,76,84,67,70,1,73
72,56,59,78,82,77,78,51,60,73,76,34,83,81,1,73
76,53,68,72,59,68,76,79,76,68,76,77,68,66,0,73
45,39,72,67,66,69,63,32,48,71,74,66,59,73,0,73
33,76,79,57,33,35,68,65,60,64,76,55,50,61,1,73
12,14,12,32,16,28,29,52,63,65,13,44,36,53,1,73
73,63,70,71,61,67,70,78,79,66,64,86,64,73,0,73
67,37,71,66,50,70,66,68,68,66,52,75,55,73,0,73
64,73,71,65,62,57,70,75,71,72,72,68,64,69,1,73
74,65,48,70,68,64,76,79,75,65,72,71,71,70,1,73
70,69,43,73,64,69,75,79,81,65,73,75,73,66,0,73
67,76,69,66,71,58,66,65,59,76,80,72,69,70,0,73
73,72,50,69,46,72,75,76,65,65,66,63,67,64,1,73
12,13,12,26,18,27,29,43,55,71,20,38,45,55,1,73
73,70,57,72,62,70,71,84,86,70,68,81,57,71,1,73
72,36,60,72,36,54,68,78,67,71,55,77,58,64,1,73
75,20,71,70,70,46,68,75,62,65,87,68,42,67,1,73
69,60,64,71,34,55,66,89,78,71,75,78,67,63,0,73
74,52,67,68,46,52,62,82,71,74,46,79,45,73,1,73
68,66,51,75,69,65,75,83,79,54,75,80,62,68,1,73
61,59,35,77,39,76,66,68,61,76,54,77,73,57,1,73
75,54,53,75,58,72,72,77,78,71,72,75,60,65,0,73
68,40,58,72,50,62,72,69,77,70,79,74,60,68,1,73
44,74,78,59,41,53,68,77,74,65,69,78,52,68,1,73
52,23,74,68,23,64,61,66,62,72,52,67,42,65,1,73
60,71,74,69,55,67,72,82,85,71,74,78,70,68,0,73
61,73,67,64,66,56,69,69,63,73,82,85,59,69,0,73
64,71,55,68,52,63,74,85,80,63,77,73,67,64,1,73
70,67,48,68,66,53,75,77,92,68,76,71,69,64,1,73
13,16,19,29,12,19,18,49,53,51,23,25,30,56,1,73
63,53,32,78,44,72,76,71,75,73,64,78,74,73,1,73
59,58,54,74,73,72,72,57,61,70,83,72,65,69,1,73
13,12,12,32,17,25,19,48,31,64,20,42,36,68,1,73
72,72,38,69,72,68,70,76,73,73,76,64,74,70,1,73
73,69,39,72,58,64,73,82,80,60,65,69,68,65,1,73
69,54,76,62,56,59,66,69,63,73,76,69,48,69,0,73
74,57,49,76,68,78,74,66,80,69,78,79,71,72,0,73
72,69,44,75,67,70,74,60,71,65,65,60,79,65,1,73
52,47,50,74,40,70,72,67,74,66,60,83,64,69,1,73
62,35,74,66,36,63,65,75,65,70,36,76,48,61,0,73
64,75,55,68,53,64,76,83,86,75,71,72,65,62,1,73
58,67,42,74,52,67,75,74,73,65,63,76,75,71,1,73
49,74,72,73,48,56,75,67,58,68,76,68,59,70,1,73
64,40,74,72,30,71,71,70,73,71,67,73,45,70,1,73
36,23,72,66,55,64,62,63,55,66,50,74,42,67,1,73
67,72,68,74,50,57,69,78,82,66,70,84,69,70,1,73
72,45,55,68,68,54,73,86,75,74,57,87,59,66,1,73
65,66,43,79,57,74,73,71,81,63,67,71,78,66,1,73
75,52,64,69,57,65,73,75,67,74,75,83,62,66,1,73
49,18,73,69,24,58,69,66,60,62,57,68,54,62,0,73
72,75,55,71,80,70,71,76,75,62,69,73,68,66,0,73
49,76,78,65,41,49,73,58,63,67,75,71,67,74,1,73
70,69,40,67,73,59,75,77,86,68,70,70,67,67,0,73
69,68,40,73,79,66,76,74,79,69,74,68,74,59,1,73
75,44,67,73,50,65,69,71,66,65,50,79,59,71,0,73
75,68,40,73,86,71,72,85,79,67,70,71,70,65,0,73
65,68,51,72,62,65,75,77,88,64,68,68,67,65,0,73
73,47,55,69,54,68,71,81,77,75,76,80,72,72,1,73
68,66,68,73,69,67,73,79,70,73,73,74,73,69,1,73
55,40,77,64,35,54,62,28,31,68,69,76,57,71,0,73
54,35,68,58,32,57,53,66,49,67,41,73,27,58,0,73
42,74,67,65,51,36,71,85,66,72,75,72,53,73,1,73
61,78,78,66,46,48,71,55,56,66,72,60,58,74,1,73
57,38,77,64,44,64,66,64,48,78,55,84,38,69,1,73
44,35,75,58,39,44,47,72,53,73,42,54,46,69,1,73
35,32,66,54,29,46,49,72,66,67,51,64,39,68,1,73
49,78,78,58,62,50,68,63,71,67,74,74,61,68,1,73
59,50,50,74,59,75,75,63,69,66,72,73,72,77,1,73
68,55,57,75,78,72,73,66,60,68,76,86,77,71,1,73
74,59,48,80,70,78,75,64,68,65,79,72,74,72,1,73
47,42,72,73,48,67,66,62,67,64,79,75,50,72,1,73
26,29,74,66,26,57,66,70,64,72,41,68,33,57,1,73
71,54,46,71,63,67,71,77,69,68,73,92,63,73,1,73
72,38,50,72,41,64,70,72,70,75,61,78,60,68,0,73
69,60,77,73,48,74,70,42,64,70,74,73,66,75,1,73
70,54,59,69,47,52,67,74,71,68,71,83,56,66,1,73
31,32,68,62,23,61,53,65,61,63,60,69,38,61,0,73
65,72,80,70,43,55,73,59,72,69,75,72,66,73,1,73
55,53,70,72,54,75,66,76,54,72,72,65,56,58,0,73
74,66,41,72,74,67,71,79,82,69,72,78,76,66,0,73
57,64,60,72,67,72,69,67,68,67,75,83,64,64,1,73
11,12,14,33,12,33,19,42,47,70,22,31,38,59,1,73
66,66,54,71,74,65,76,75,81,73,58,71,61,69,1,73
63,51,54,71,68,65,74,71,90,75,75,90,75,76,1,73
76,58,52,76,66,60,80,77,78,64,76,64,68,74,0,73
63,76,79,75,70,73,73,49,62,74,80,77,73,77,1,73
65,46,69,77,35,75,75,63,69,65,69,67,64,62,0,73
34,55,73,74,55,72,71,38,56,71,63,66,58,79,1,73
16,14,19,30,14,30,24,43,33,70,16,43,65,63,1,73
82,61,67,83,81,85,82,53,69,69,80,54,80,81,0,73
59,50,58,78,48,73,74,69,69,71,75,57,72,71,1,73
76,26,65,76,32,71,74,88,76,64,55,84,51,68,1,73
15,12,11,35,12,26,20,41,34,66,18,25,43,32,1,73
64,69,59,76,66,66,77,62,76,71,75,69,70,76,1,73
68,43,52,68,25,63,69,81,76,75,66,86,68,70,1,73
66,56,60,76,76,74,74,66,66,70,83,60,73,72,1,73
42,35,76,68,48,60,55,45,53,74,59,32,37,73,1,73
41,32,76,64,37,70,62,67,71,69,50,76,61,74,1,73
74,67,52,74,77,73,71,63,70,70,72,80,73,75,1,73
67,69,58,74,79,70,75,66,64,69,73,80,76,70,0,73
71,67,60,76,67,70,72,74,66,68,67,91,72,69,0,73
73,42,68,64,35,56,69,74,72,74,66,83,57,72,1,73
11,19,13,23,19,33,21,57,63,63,23,35,63,62,1,73
51,67,58,82,68,63,78,79,86,79,75,79,70,80,1,73
44,34,73,70,64,69,60,43,64,60,67,67,62,70,1,73
13,10,19,34,15,22,11,39,37,69,18,42,45,47,1,73
50,62,58,76,77,75,76,67,69,72,72,65,74,74,1,73
44,30,68,70,33,67,68,66,61,73,52,69,58,71,1,73
12,19,10,23,21,24,20,33,38,69,25,19,39,44,1,73
45,46,59,77,68,76,75,55,60,68,75,73,75,66,1,73
69,76,68,70,71,58,71,63,69,73,74,68,73,81,1,73
76,58,61,72,73,68,70,71,75,68,72,90,65,64,0,73
66,68,47,72,65,60,78,84,91,68,68,74,70,68,1,73
64,65,55,72,61,68,75,72,81,73,69,69,73,67,1,73
12,14,15,14,20,12,12,40,28,69,12,30,21,39,1,73
35,31,80,57,27,64,52,68,42,59,47,76,49,63,1,73
65,64,65,73,57,69,74,80,90,77,73,81,71,65,1,73
64,68,57,74,42,70,75,78,81,70,78,78,73,72,1,73
68,67,45,75,77,72,74,67,72,70,72,74,75,72,0,73
67,71,67,72,38,65,72,79,81,75,61,55,66,69,1,73
38,29,76,60,32,55,58,59,57,66,56,66,50,66,1,73
18,11,14,39,13,37,31,36,30,72,13,30,40,59,1,73
63,24,68,62,30,58,62,68,50,66,60,69,47,65,0,73
34,40,81,62,24,60,58,50,50,62,73,73,40,64,1,73
59,49,76,70,43,72,68,74,67,71,63,67,61,70,1,73
37,21,73,61,29,56,59,69,67,68,47,68,29,66,0,73
68,70,62,67,65,48,74,82,90,74,72,75,73,72,1,73
13,11,19,36,15,25,25,35,48,70,23,36,44,53,0,73
71,72,58,78,70,72,73,54,72,65,67,62,78,75,1,73
73,65,45,79,74,76,78,65,71,65,74,61,78,69,1,73
72,64,45,74,65,66,76,73,76,74,81,65,72,69,0,73
80,58,65,71,75,72,74,77,70,70,82,71,69,69,0,73
63,74,37,67,41,65,75,78,88,75,76,64,59,62,1,73
68,68,64,66,73,65,71,88,70,62,84,72,66,55,1,73
82,56,54,74,68,76,71,65,72,75,85,79,73,73,1,73
45,74,68,63,35,38,74,75,59,74,74,69,59,69,1,73
55,42,55,70,46,71,68,73,84,64,50,86,67,75,1,73
80,64,66,76,80,77,73,55,65,76,77,68,71,74,1,73
71,61,38,67,57,59,72,86,93,68,60,69,70,69,1,73
14,19,18,25,16,17,20,37,38,71,22,28,44,38,1,73
49,39,75,65,47,63,60,71,65,73,66,70,48,73,1,73
74,53,59,73,60,63,70,67,73,73,74,87,65,69,0,73
75,61,71,77,73,75,74,69,76,68,83,72,67,73,1,73
41,42,80,57,31,62,54,42,32,62,73,57,37,62,1,73
50,72,65,71,55,58,74,79,81,75,69,68,68,68,1,73
70,48,60,66,48,60,70,79,72,72,68,79,58,64,1,73
73,65,57,65,79,63,74,81,84,76,75,71,60,67,1,73
70,57,58,68,67,65,69,91,74,72,73,90,63,73,1,73
61,50,61,75,48,68,73,73,75,67,61,79,65,65,1,73
71,68,62,75,65,72,74,66,70,71,71,80,73,80,1,73
40,78,75,51,64,40,70,71,71,68,77,70,63,68,0,73
64,64,56,72,65,74,72,73,84,69,72,81,74,71,1,73
33,33,77,56,34,59,61,50,38,66,59,79,51,61,1,73
70,25,61,72,43,73,69,67,79,68,66,72,64,64,0,73
62,74,67,73,60,62,74,73,81,73,75,67,73,71,1,73
55,42,67,65,57,53,65,68,61,65,64,72,40,68,0,73
73,54,63,74,40,73,78,82,81,69,61,75,70,72,1,73
59,58,69,72,59,65,71,74,72,66,72,82,63,65,1,73
79,72,37,75,66,70,69,77,92,62,63,67,79,71,1,73
56,52,58,74,60,72,64,62,61,71,58,79,57,72,1,73
62,58,64,77,53,76,70,65,71,74,75,75,64,76,1,73
68,74,58,73,70,66,73,70,81,70,70,80,74,73,1,73
65,62,39,69,53,61,75,89,91,74,74,62,65,62,0,73
14,11,17,30,11,15,23,59,33,65,46,39,43,58,1,73
61,40,68,75,52,70,71,66,68,76,48,67,67,82,0,73
70,63,40,70,72,70,74,66,87,70,68,69,74,68,1,73
18,17,15,35,20,22,27,54,58,71,16,41,45,63,0,73
71,68,69,68,49,68,73,83,73,73,67,87,61,67,1,73
59,72,75,63,59,43,67,76,60,72,77,77,67,66,1,73
32,24,68,59,26,42,64,56,45,70,47,65,31,70,1,73
75,65,44,71,69,67,71,76,86,65,68,72,77,64,0,73
59,77,72,72,50,48,73,66,67,67,77,67,60,79,1,73
48,78,75,62,66,33,67,69,65,73,67,71,59,74,1,73
30,21,69,54,22,53,48,68,62,70,66,53,30,60,1,73
36,33,78,56,39,46,48,58,36,63,70,65,38,68,1,73
55,72,71,69,47,55,72,75,68,66,77,67,62,71,1,73
53,52,72,74,47,63,75,62,67,72,62,83,66,74,1,73
35,41,71,65,40,67,65,67,61,66,35,63,42,70,1,73
15,12,14,31,15,25,23,44,35,69,20,45,35,54,1,73
62,56,51,76,70,72,74,75,71,65,75,82,70,72,1,73
68,38,72,72,83,63,66,76,73,72,80,79,63,62,0,73
70,70,68,76,74,72,72,72,68,65,79,70,75,65,0,73
66,65,49,67,63,58,70,91,94,70,74,79,74,70,1,73
39,31,73,46,32,48,53,69,55,74,52,71,43,72,1,73
74,66,46,73,42,62,75,74,71,72,75,76,66,76,1,73
67,68,41,68,68,53,75,83,77,73,74,73,68,71,1,73
76,48,67,68,38,66,72,73,68,65,57,74,51,71,1,73
74,64,44,77,59,75,77,62,72,68,74,73,74,59,0,73
64,69,70,73,69,70,70,63,72,73,66,91,72,64,0,73
65,66,54,75,66,65,73,79,82,70,79,84,73,75,0,73
64,61,47,76,53,70,76,71,86,68,70,70,74,73,0,73
73,50,56,70,57,69,72,80,75,71,67,83,68,69,1,73
63,60,60,76,58,71,76,84,75,71,71,79,73,69,1,73
53,18,74,69,26,65,62,66,51,70,67,69,65,72,1,73
13,11,13,30,14,42,23,44,38,70,25,22,38,56,1,73
67,73,69,68,48,44,70,78,69,67,80,71,68,71,1,73
65,60,60,76,65,73,78,69,74,68,72,73,71,64,1,73
25,13,14,32,15,33,15,55,51,64,23,41,43,53,1,73
63,65,45,71,61,70,73,64,69,71,78,86,73,74,1,73
59,50,73,61,58,59,66,65,49,73,77,78,55,81,0,73
58,75,75,69,57,55,71,61,67,67,80,66,65,68,1,73
18,20,17,24,18,24,24,51,69,63,25,39,66,40,1,73
68,48,67,68,30,64,70,75,67,67,68,83,48,64,0,73
55,31,71,61,32,63,55,63,62,70,61,63,42,72,1,73
45,74,76,60,43,42,76,70,57,58,81,67,54,58,1,73
74,34,52,65,47,54,71,81,70,73,70,85,51,70,1,73
66,70,63,62,53,55,67,90,70,71,79,84,59,67,1,73
79,48,61,73,79,65,73,67,72,72,75,72,65,72,0,73
70,56,67,75,22,70,73,76,72,74,74,74,67,70,1,73
52,73,73,52,26,38,72,70,66,72,78,63,59,53,1,73
67,61,57,76,59,74,77,62,71,70,74,72,75,73,1,73
64,45,75,78,55,78,75,54,44,63,80,68,74,72,0,73
63,72,62,77,38,66,75,79,83,75,72,60,61,67,1,73
70,59,58,68,51,65,71,87,88,68,68,74,69,73,1,73
67,67,60,77,44,61,68,80,79,72,63,56,69,69,0,73
73,75,56,67,58,60,73,76,78,68,76,72,69,57,0,73
46,59,66,77,42,70,69,54,50,71,74,87,68,76,1,73
73,71,34,66,72,62,77,81,85,79,65,83,66,61,0,73
68,72,47,76,54,72,77,78,78,67,66,71,69,70,0,73
